season,product_a,commodity_a,product_b,commodity_b,co_basket_count,seasonal_support,confidence_a_to_b,seasonal_lift
Summer,1082185,TROPICAL FRUIT,1126899,FLUID MILK PRODUCTS,551,0.008876502239262816,0.018503593256766742,5.0818371688096144
Summer,1004906,POTATOES,1106523,FLUID MILK PRODUCTS,146,0.0023520314463382416,0.0405217873993894,5.0785777996815895
Summer,979707,ONIONS,1082185,TROPICAL FRUIT,335,0.005396784483036376,0.12217359591539023,5.052567300058957
Summer,935317,DELI MEATS,1082185,TROPICAL FRUIT,69,0.0011115765054612236,0.12147887323943662,5.023836598888765
Summer,909894,REFRGRATD JUICES/DRNKS,995242,FLUID MILK PRODUCTS,118,0.0019009569223829622,0.05101599654128837,5.009217095894536
Summer,1082185,TROPICAL FRUIT,5584027,YOGURT,87,0.0014015529851467603,0.002921619987910538,4.983297389913028
Summer,844179,BEEF,883404,BAKED BREAD/BUNS/ROLLS,110,0.0017720784869671683,0.02791169753869576,4.978697543122114
Summer,883404,BAKED BREAD/BUNS/ROLLS,1068719,SUGARS/SWEETNERS,87,0.0014015529851467603,0.012601390498261877,4.978653981152186
Summer,909714,APPLES,1082185,TROPICAL FRUIT,200,0.0032219608853948515,0.11990407673860912,4.958709881084384
Summer,916122,CHICKEN,1004906,POTATOES,64,0.0010310274833263524,0.0144960362400906,4.954676227398754
Summer,1029743,FLUID MILK PRODUCTS,1043751,DELI MEATS,65,0.0010471372877533267,0.0045045045045045045,4.948478514504756
Summer,835098,POTATOES,1082185,TROPICAL FRUIT,130,0.0020942745755066533,0.11959521619135234,4.945936755355739
Summer,872137,BUTTER,1082185,TROPICAL FRUIT,118,0.0019009569223829622,0.1194331983805668,4.939236405033161
Summer,993466,BAKED BREAD/BUNS/ROLLS,1082185,TROPICAL FRUIT,66,0.001063247092180301,0.11934900542495479,4.935754551435965
Summer,845208,ONIONS,981760,EGGS,99,0.0015948706382704514,0.03637031594415871,4.907913335580894
Summer,995785,PEPPERS-ALL,1081177,TOMATOES,70,0.001127686309888198,0.01352918438345574,4.906075305252808
Summer,859075,CHEESE,883404,BAKED BREAD/BUNS/ROLLS,95,0.0015304314205625545,0.027267508610792194,4.863791531826542
Summer,880150,BEEF,1082185,TROPICAL FRUIT,129,0.0020781647710796792,0.11759343664539654,4.863151880276614
Summer,1029743,FLUID MILK PRODUCTS,1105488,GRAPES,68,0.0010954667010342495,0.004712404712404712,4.852233344528796
Summer,883404,BAKED BREAD/BUNS/ROLLS,923746,EGGS,132,0.002126494184360602,0.019119351100811123,4.847695371820692
Summer,951590,BAKED BREAD/BUNS/ROLLS,1004906,POTATOES,87,0.0014015529851467603,0.014173998044965786,4.844605104281216
Summer,914190,CHEESE,1082185,TROPICAL FRUIT,239,0.0038502432580468475,0.11709946104850563,4.842723203121146
Summer,840361,EGGS,859075,CHEESE,73,0.0011760157231691208,0.013675533907830648,4.833886181909886
Summer,1082185,TROPICAL FRUIT,9677202,PAPER TOWELS,92,0.0014821020072816316,0.00308952918261804,4.828323499439627
Summer,962568,VEGETABLES - ALL OTHERS,1082185,TROPICAL FRUIT,363,0.005847859006991655,0.11593740019163207,4.7946654321917865
Summer,933835,DELI MEATS,1082185,TROPICAL FRUIT,274,0.004414086412990946,0.1155630535638971,4.77918408766714
Summer,883404,BAKED BREAD/BUNS/ROLLS,994928,EGGS,87,0.0014015529851467603,0.012601390498261877,4.771975540975204
Summer,904360,VEGETABLES SALAD,1004906,POTATOES,68,0.0010954667010342495,0.01395444284834804,4.769562182528903
Summer,1082185,TROPICAL FRUIT,12263788,BAKED BREAD/BUNS/ROLLS,103,0.0016593098559783484,0.003458929410974545,4.7593642034068235
Summer,981760,EGGS,1004906,POTATOES,127,0.0020459451622257306,0.013916283147052377,4.756519378156535
Summer,922127,POTATOES,1082185,TROPICAL FRUIT,66,0.001063247092180301,0.11498257839721254,4.755178165407819
Summer,1082185,TROPICAL FRUIT,7025106,BAKED BREAD/BUNS/ROLLS,63,0.001014917678899378,0.0021156558533145277,4.737100628580648
Summer,1077975,WATER - CARBONATED/FLVRD DRINK,1082185,TROPICAL FRUIT,69,0.0011115765054612236,0.11442786069651742,4.732237459649783
Summer,1038217,CRACKERS/MISC BKD FD,1106523,FLUID MILK PRODUCTS,83,0.0013371137674388633,0.03752260397830018,4.702691460083788
Summer,940947,HEAT/SERVE,1029743,FLUID MILK PRODUCTS,75,0.0012082353320230692,0.055025678650036686,4.696013670150543
Summer,1106523,FLUID MILK PRODUCTS,5592931,SUGARS/SWEETNERS,64,0.0010310274833263524,0.006513331976389172,4.671573595169086
Summer,938700,VEGETABLES - SHELF STABLE,981760,EGGS,75,0.0012082353320230692,0.03459409594095941,4.668225182912331
Summer,1082185,TROPICAL FRUIT,5588666,YOGURT,73,0.0011760157231691208,0.0024514742427295317,4.666092348998136
Summer,1082185,TROPICAL FRUIT,1138443,DELI MEATS,98,0.0015787608338434771,0.003291020216267043,4.64776692661455
Summer,904360,VEGETABLES SALAD,995785,PEPPERS-ALL,95,0.0015304314205625545,0.019495177508721526,4.640139588345874
Summer,1082185,TROPICAL FRUIT,1104343,BUTTER,69,0.0011115765054612236,0.00231714688696353,4.62486092085708
Summer,1082185,TROPICAL FRUIT,5590287,YOGURT,91,0.0014659922028546573,0.0030559473436765397,4.623296409275408
Summer,1041796,CRACKERS/MISC BKD FD,1082185,TROPICAL FRUIT,106,0.0017076392692592713,0.11169652265542676,4.619281225789082
Summer,840361,EGGS,1004906,POTATOES,72,0.0011599059187421465,0.013488197826901461,4.61020185218456
Summer,994928,EGGS,1133018,FLUID MILK PRODUCTS,89,0.001433772594000709,0.027367773677736778,4.607394666926657
Summer,908531,FLUID MILK PRODUCTS,1058997,FLUID MILK PRODUCTS,77,0.0012404549408770178,0.015314240254574384,4.604323018921411
Summer,916122,CHICKEN,1070820,FLUID MILK PRODUCTS,73,0.0011760157231691208,0.01653454133635334,4.586057103935082
Summer,916122,CHICKEN,961554,CARROTS,79,0.0012726745497309662,0.017893544733861833,4.585037509552184
Summer,1082185,TROPICAL FRUIT,1087102,DELI MEATS,100,0.0016109804426974257,0.0033581838941500438,4.5848825286301285
Summer,951590,BAKED BREAD/BUNS/ROLLS,5569230,SOFT DRINKS,110,0.0017720784869671683,0.017921146953405017,4.565511394337462
Summer,923746,EGGS,995785,PEPPERS-ALL,93,0.0014982118117086059,0.019147621988882025,4.557416251970305
Summer,916122,CHICKEN,1126899,FLUID MILK PRODUCTS,73,0.0011760157231691208,0.01653454133635334,4.541055651532508
Summer,883404,BAKED BREAD/BUNS/ROLLS,908531,FLUID MILK PRODUCTS,128,0.0020620549666527047,0.01853997682502897,4.540923588328748
Summer,965766,CHEESE,1029743,FLUID MILK PRODUCTS,115,0.0018526275091020395,0.053117782909930716,4.533189608792899
Summer,995785,PEPPERS-ALL,1044078,BEEF,77,0.0012404549408770178,0.014882102821801314,4.516297415057268
Summer,933835,DELI MEATS,981760,EGGS,79,0.0012726745497309662,0.03331927456769296,4.496197179967725
Summer,865528,BACON,1082185,TROPICAL FRUIT,65,0.0010471372877533267,0.10851419031719532,4.487673833949657
Summer,854852,TOMATOES,961554,CARROTS,72,0.0011599059187421465,0.017509727626459144,4.486688308182438
Summer,1029743,FLUID MILK PRODUCTS,1056509,MILK BY-PRODUCTS,92,0.0014821020072816316,0.006375606375606376,4.484000229828269
Summer,1082185,TROPICAL FRUIT,9835509,BEEF,66,0.001063247092180301,0.002216401370139029,4.474544699908341
Summer,1070015,REFRGRATD JUICES/DRNKS,1106523,FLUID MILK PRODUCTS,68,0.0010954667010342495,0.03554626241505489,4.454997440845219
Summer,860776,VEGETABLES - ALL OTHERS,916122,CHICKEN,78,0.001256564745303992,0.015905383360522024,4.436532928766
Summer,1055504,APPLES,1082185,TROPICAL FRUIT,88,0.0014176627895737346,0.1070559610705596,4.427367829593006
Summer,1029743,FLUID MILK PRODUCTS,1101010,DELI MEATS,91,0.0014659922028546573,0.006306306306306306,4.425152239694453
Summer,1096036,CHEESE,1106523,FLUID MILK PRODUCTS,110,0.0017720784869671683,0.03522254242715338,4.4144257570824585
Summer,1003188,CANNED JUICES,1082185,TROPICAL FRUIT,177,0.0028514353835744433,0.1059880239520958,4.3832026061432
Summer,961554,CARROTS,1058997,FLUID MILK PRODUCTS,70,0.001127686309888198,0.014565126924677487,4.379097366764434
Summer,883404,BAKED BREAD/BUNS/ROLLS,5568378,BAG SNACKS,66,0.001063247092180301,0.009559675550405562,4.373190271347158
Summer,1053690,SOFT DRINKS,1133018,FLUID MILK PRODUCTS,88,0.0014176627895737346,0.02592810842663524,4.365025445440411
Summer,1082185,TROPICAL FRUIT,1117514,BROCCOLI/CAULIFLOWER,111,0.0017881882913941426,0.0037275841225065487,4.359426481780681
Summer,901062,APPLES,995242,FLUID MILK PRODUCTS,95,0.0015304314205625545,0.044268406337371856,4.346676981085765
Summer,840361,EGGS,916122,CHICKEN,83,0.0013371137674388633,0.015548894717122518,4.337096557486916
Summer,962568,VEGETABLES - ALL OTHERS,1029743,FLUID MILK PRODUCTS,159,0.002561458903888907,0.05078249760459917,4.333891172379497
Summer,951590,BAKED BREAD/BUNS/ROLLS,1106523,FLUID MILK PRODUCTS,212,0.0034152785385185426,0.03453893776474422,4.328749885284112
Summer,1013321,VEGETABLES - SHELF STABLE,1029743,FLUID MILK PRODUCTS,96,0.0015465412249895285,0.05055292259083728,4.314298730643204
Summer,1070820,FLUID MILK PRODUCTS,5978656, ,76,0.0012243451364500435,0.017117117117117116,4.3133883315095884
Summer,961554,CARROTS,1082185,TROPICAL FRUIT,501,0.008071012017914103,0.10424469413233459,4.311106085004187
Summer,820165,CITRUS,1082185,TROPICAL FRUIT,169,0.0027225569481586494,0.10419235511713934,4.308941571512451
Summer,860776,VEGETABLES - ALL OTHERS,1070820,FLUID MILK PRODUCTS,76,0.0012243451364500435,0.015497553017944535,4.29843572106186
Summer,1082185,TROPICAL FRUIT,5584007,YOGURT,65,0.0010471372877533267,0.0021828195311975286,4.294116016830422
Summer,1070820,FLUID MILK PRODUCTS,1082185,TROPICAL FRUIT,461,0.007426619840835132,0.10382882882882882,4.293907709054137
Summer,904360,VEGETABLES SALAD,923746,EGGS,82,0.001321003963011889,0.016827416375949106,4.266577252296365
Summer,844179,BEEF,1029743,FLUID MILK PRODUCTS,197,0.0031736314721139284,0.04998731286475514,4.266028339967157
Summer,1004906,POTATOES,1029743,FLUID MILK PRODUCTS,180,0.002899764796855366,0.04995836802664446,4.263558123174149
Summer,1082185,TROPICAL FRUIT,1100972,CRACKERS/MISC BKD FD,68,0.0010954667010342495,0.0022835650480220295,4.248011401451021
Summer,1051516,VEGETABLES - ALL OTHERS,1082185,TROPICAL FRUIT,142,0.0022875922286303444,0.10267534345625452,4.246204582769786
Summer,965766,CHEESE,981760,EGGS,68,0.0010954667010342495,0.03140877598152425,4.23838909540057
Summer,923746,EGGS,1133018,FLUID MILK PRODUCTS,122,0.0019653961400908594,0.025118385834877497,4.2287077604549665
Summer,883404,BAKED BREAD/BUNS/ROLLS,962568,VEGETABLES - ALL OTHERS,74,0.001192125527596095,0.010718424101969872,4.215782001947895
Summer,845208,ONIONS,883404,BAKED BREAD/BUNS/ROLLS,64,0.0010310274833263524,0.02351212343864805,4.193931631542422
Summer,979707,ONIONS,995242,FLUID MILK PRODUCTS,117,0.0018848471179559881,0.04266958424507659,4.189690006391708
Summer,965842,TOMATOES,1082185,TROPICAL FRUIT,71,0.0011437961143151722,0.10128388017118402,4.188659727511136
Summer,923746,EGGS,1044078,BEEF,67,0.0010793568966072753,0.013794523368334363,4.186247802231944
Summer,1082185,TROPICAL FRUIT,1137775,CHEESES,104,0.0016754196604053227,0.0034925112499160456,4.183839107448785
Summer,840361,EGGS,883404,BAKED BREAD/BUNS/ROLLS,125,0.002013725553371782,0.02341701011614837,4.1769659681537705
Summer,1029743,FLUID MILK PRODUCTS,1068719,SUGARS/SWEETNERS,152,0.002448690272900087,0.010533610533610533,4.16169961769697
Summer,1068719,SUGARS/SWEETNERS,1133018,FLUID MILK PRODUCTS,77,0.0012404549408770178,0.0247032402951556,4.158817554249811
Summer,1126899,FLUID MILK PRODUCTS,5978656, ,74,0.001192125527596095,0.01650312221231044,4.158666105805408
Summer,857503,CARROTS,1082185,TROPICAL FRUIT,119,0.0019170667268099365,0.10016835016835017,4.142526269849333
Summer,900802,CARROTS,1082185,TROPICAL FRUIT,101,0.0016270902471243998,0.10009910802775025,4.139662716781585
Summer,883932,CRACKERS/MISC BKD FD,1082185,TROPICAL FRUIT,123,0.0019815059445178335,0.09991876523151909,4.132204524950432
Summer,1082185,TROPICAL FRUIT,6602697,TURKEY,68,0.0010954667010342495,0.0022835650480220295,4.129491259560317
Summer,840361,EGGS,961554,CARROTS,86,0.001385443180719786,0.01611090295991008,4.128253819052005
Summer,840361,EGGS,1070820,FLUID MILK PRODUCTS,79,0.0012726745497309662,0.01479955039340577,4.104836163038841
Summer,938700,VEGETABLES - SHELF STABLE,1106523,FLUID MILK PRODUCTS,71,0.0011437961143151722,0.03274907749077491,4.104427484045475
Summer,961554,CARROTS,1070820,FLUID MILK PRODUCTS,71,0.0011437961143151722,0.014773200166458594,4.097527605575822
Summer,914190,CHEESE,995242,FLUID MILK PRODUCTS,85,0.0013693333762928117,0.04164625183733464,4.089209871940247
Summer,857849,MARGARINES,1029743,FLUID MILK PRODUCTS,79,0.0012726745497309662,0.04787878787878788,4.086082133016566
Summer,867188,FROZEN PIE/DESSERTS,1082185,TROPICAL FRUIT,77,0.0012404549408770178,0.09846547314578005,4.0721027000444625
Summer,999971,BAKED BREAD/BUNS/ROLLS,1106523,FLUID MILK PRODUCTS,72,0.0011599059187421465,0.032490974729241874,4.072079578415382
Summer,883404,BAKED BREAD/BUNS/ROLLS,1106523,FLUID MILK PRODUCTS,224,0.0036085961916422333,0.03244495944380069,4.066312502921296
Summer,1126899,FLUID MILK PRODUCTS,1127831,BERRIES,78,0.001256564745303992,0.017395182872435324,4.064117527848813
Summer,1042697,COUPON/MISC ITEMS,1082185,TROPICAL FRUIT,68,0.0010954667010342495,0.09770114942528736,4.040493603104276
Summer,863447,BEEF,1082185,TROPICAL FRUIT,98,0.0015787608338434771,0.09760956175298804,4.0367059362628375
Summer,1033220,CARROTS,1082185,TROPICAL FRUIT,65,0.0010471372877533267,0.09759759759759759,4.036211150954721
Summer,826249,BAKED BREAD/BUNS/ROLLS,1004906,POTATOES,65,0.0010471372877533267,0.011807447774750226,4.035729479898267
Summer,979707,ONIONS,981760,EGGS,82,0.001321003963011889,0.029905178701677606,4.0354894243492465
Summer,844179,BEEF,951590,BAKED BREAD/BUNS/ROLLS,79,0.0012726745497309662,0.020045673686881503,4.021833139576839
Summer,844179,BEEF,1106523,FLUID MILK PRODUCTS,126,0.002029835357798756,0.03197158081705151,4.006984167747995
Summer,885290,BAKED BREAD/BUNS/ROLLS,1082185,TROPICAL FRUIT,114,0.0018365177046750652,0.09652836579170194,3.991992384877043
Summer,970030,PEPPERS-ALL,1082185,TROPICAL FRUIT,109,0.001755968682540194,0.09620476610767872,3.978609712708358
Summer,826249,BAKED BREAD/BUNS/ROLLS,951590,BAKED BREAD/BUNS/ROLLS,109,0.001755968682540194,0.01980018165304269,3.9725792201218306
Summer,903325,BROCCOLI/CAULIFLOWER,981760,EGGS,82,0.001321003963011889,0.02939068100358423,3.9660616493066794
Summer,903325,BROCCOLI/CAULIFLOWER,1082185,TROPICAL FRUIT,267,0.004301317782002126,0.0956989247311828,3.9576903186383805
Summer,1043751,DELI MEATS,1082185,TROPICAL FRUIT,107,0.0017237490736862454,0.09545049063336307,3.9474161674238015
Summer,965766,CHEESE,995242,FLUID MILK PRODUCTS,87,0.0014015529851467603,0.040184757505773674,3.945706992695633
Summer,859075,CHEESE,1029743,FLUID MILK PRODUCTS,161,0.0025936785127428554,0.04621125143513203,3.943770868039976
Summer,833025,MILK BY-PRODUCTS,1029743,FLUID MILK PRODUCTS,125,0.002013725553371782,0.046176579239009974,3.940811865789429
Summer,844165,SOFT DRINKS,1106523,FLUID MILK PRODUCTS,95,0.0015304314205625545,0.03140495867768595,3.9359696641322603
Summer,1029743,FLUID MILK PRODUCTS,1096036,CHEESE,144,0.002319811837484293,0.00997920997920998,3.9350880352984845
Summer,908531,FLUID MILK PRODUCTS,923746,EGGS,78,0.001256564745303992,0.015513126491646777,3.933340158852704
Summer,1082185,TROPICAL FRUIT,1110793,BEANS - CANNED GLASS & MW,69,0.0011115765054612236,0.00231714688696353,3.9304947495438283
Summer,840361,EGGS,995785,PEPPERS-ALL,88,0.0014176627895737346,0.016485575121768452,3.9238098614360415
Summer,951590,BAKED BREAD/BUNS/ROLLS,1029743,FLUID MILK PRODUCTS,282,0.004542964848406741,0.04594330400782014,3.92090363927682
Summer,1082185,TROPICAL FRUIT,8065410,BACON,66,0.001063247092180301,0.002216401370139029,3.9160290773946747
Summer,845208,ONIONS,1082185,TROPICAL FRUIT,257,0.0041402197377323835,0.0944158706833211,3.9046287968106705
Summer,983584,FLUID MILK PRODUCTS,1082185,TROPICAL FRUIT,170,0.0027386667525856234,0.0942350332594235,3.8971501493356087
Summer,883404,BAKED BREAD/BUNS/ROLLS,916122,CHICKEN,96,0.0015465412249895285,0.013904982618771726,3.8785555722735463
Summer,933637,STONE FRUIT,1082185,TROPICAL FRUIT,84,0.0013532235718658376,0.09375,3.8770912882728528
Summer,854852,TOMATOES,1082185,TROPICAL FRUIT,385,0.006202274704385089,0.0936284046692607,3.8720626354994767
Summer,1043301,ONIONS,1082185,TROPICAL FRUIT,89,0.001433772594000709,0.09338929695697797,3.862174182931474
Summer,1050229,SOUP,1082185,TROPICAL FRUIT,118,0.0019009569223829622,0.09335443037974683,3.8607322533012365
Summer,962229,BAKED BREAD/BUNS/ROLLS,981760,EGGS,83,0.0013371137674388633,0.02840520191649555,3.833078313091383
Summer,1003188,CANNED JUICES,1029743,FLUID MILK PRODUCTS,75,0.0012082353320230692,0.04491017964071856,3.8327345104282573
Summer,840361,EGGS,1058997,FLUID MILK PRODUCTS,68,0.0010954667010342495,0.012738853503184714,3.8300167324239984
Summer,910032,HOT DOGS,1029743,FLUID MILK PRODUCTS,79,0.0012726745497309662,0.044835414301929624,3.826353870304956
Summer,962229,BAKED BREAD/BUNS/ROLLS,1029743,FLUID MILK PRODUCTS,131,0.0021103843799336274,0.04483230663928816,3.8260886554706364
Summer,1041259,HERBS,1082185,TROPICAL FRUIT,144,0.002319811837484293,0.09248554913294797,3.824799112901157
Summer,916122,CHICKEN,5978656, ,67,0.0010793568966072753,0.015175537938844847,3.8241245778669386
Summer,953476,PAPER TOWELS,1029743,FLUID MILK PRODUCTS,80,0.0012887843541579405,0.04479283314669653,3.822719899912021
Summer,1082185,TROPICAL FRUIT,5978648, ,265,0.004269098173148178,0.008899187319497615,3.8225478577553527
Summer,933835,DELI MEATS,1029743,FLUID MILK PRODUCTS,106,0.0017076392692592713,0.044706874736398144,3.8153840181977237
Summer,995785,PEPPERS-ALL,1070820,FLUID MILK PRODUCTS,71,0.0011437961143151722,0.013722458446076537,3.806091548588597
Summer,840361,EGGS,844179,BEEF,65,0.0010471372877533267,0.012176845260397152,3.805034758424128
Summer,994928,EGGS,995242,FLUID MILK PRODUCTS,126,0.002029835357798756,0.03874538745387454,3.804376477560906
Summer,981760,EGGS,1029743,FLUID MILK PRODUCTS,405,0.006524470792924574,0.04437869822485207,3.787376705571119
Summer,916993,MILK BY-PRODUCTS,1082185,TROPICAL FRUIT,88,0.0014176627895737346,0.09157127991675339,3.7869889239598864
Summer,929668,DINNER MXS:DRY,1082185,TROPICAL FRUIT,139,0.0022392628153494218,0.09156785243741765,3.786847178356971
Summer,1106523,FLUID MILK PRODUCTS,5569230,SOFT DRINKS,146,0.0023520314463382416,0.014858538571137798,3.7852949549550616
Summer,883003,DELI MEATS,1082185,TROPICAL FRUIT,91,0.0014659922028546573,0.09127382146439318,3.774687339167685
Summer,1082185,TROPICAL FRUIT,1119051,VEGETABLES SALAD,115,0.0018526275091020395,0.00386191147827255,3.7715294583251637
Summer,995965,SALAD MIX,1082185,TROPICAL FRUIT,155,0.0024970196861810096,0.09090909090909091,3.7596036734767053
Summer,951590,BAKED BREAD/BUNS/ROLLS,981760,EGGS,171,0.002754776557012598,0.02785923753665689,3.7594043349858213
Summer,1052912,SALAD MIX,1082185,TROPICAL FRUIT,70,0.001127686309888198,0.09067357512953368,3.7498637675868696
Summer,1037863,VEGETABLES - ALL OTHERS,1082185,TROPICAL FRUIT,181,0.0029158746012823405,0.09054527263631816,3.744557735813967
Summer,1029743,FLUID MILK PRODUCTS,1038217,CRACKERS/MISC BKD FD,97,0.0015626510294165028,0.006722106722106722,3.742403034022143
Summer,901062,APPLES,1029743,FLUID MILK PRODUCTS,94,0.0015143216161355802,0.04380242311276794,3.738196107157676
Summer,976199,BUTTER,1082185,TROPICAL FRUIT,123,0.0019815059445178335,0.09024211298606016,3.7320203743316083
Summer,1082185,TROPICAL FRUIT,1127831,BERRIES,474,0.007636047298385798,0.015917791658271205,3.718947743029319
Summer,1082185,TROPICAL FRUIT,1132771,CHEESES,102,0.001643200051551374,0.0034253475720330447,3.710004680422923
Summer,1058997,FLUID MILK PRODUCTS,1127831,BERRIES,65,0.0010471372877533267,0.015869140625,3.70758117571494
Summer,995242,FLUID MILK PRODUCTS,1004906,POTATOES,136,0.002190933402068499,0.010843565619518419,3.7062791445484526
Summer,1044078,BEEF,1106523,FLUID MILK PRODUCTS,120,0.0019331765312369108,0.02957121734844751,3.7061476695287032
Summer,1003600,POTATOES,1082185,TROPICAL FRUIT,103,0.0016593098559783484,0.08940972222222222,3.6975963212231826
Summer,961554,CARROTS,1127831,BERRIES,76,0.0012243451364500435,0.01581356637536413,3.6945971051421553
Summer,940947,HEAT/SERVE,1082185,TROPICAL FRUIT,121,0.001949286335663885,0.08877476155539252,3.6713371162123956
Summer,1096036,CHEESE,1133018,FLUID MILK PRODUCTS,68,0.0010954667010342495,0.021773935318603905,3.6656658537976425
Summer,1022003,SOUP,1029743,FLUID MILK PRODUCTS,74,0.001192125527596095,0.042923433874709975,3.6631812126738135
Summer,885863,DELI MEATS,1082185,TROPICAL FRUIT,68,0.0010954667010342495,0.08854166666666667,3.6616973278132496
Summer,1082185,TROPICAL FRUIT,1082212,BAKED BREAD/BUNS/ROLLS,70,0.001127686309888198,0.0023507287259050304,3.655170238102352
Summer,847789,BAKED BREAD/BUNS/ROLLS,1082185,TROPICAL FRUIT,69,0.0011115765054612236,0.088348271446863,3.6536993446463755
Summer,854405,MEAT - MISC,1082185,TROPICAL FRUIT,84,0.0013532235718658376,0.08832807570977919,3.6528641370057575
Summer,916122,CHICKEN,1098066,BAKED BREAD/BUNS/ROLLS,66,0.001063247092180301,0.014949037372593432,3.6526912745627755
Summer,1058997,FLUID MILK PRODUCTS,1082185,TROPICAL FRUIT,361,0.005815639398137707,0.088134765625,3.644869674652343
Summer,828867,PAPER HOUSEWARES,1082185,TROPICAL FRUIT,64,0.0010310274833263524,0.08803301237964237,3.6406616040269606
Summer,1004906,POTATOES,1082185,TROPICAL FRUIT,317,0.00510680800335084,0.08798223702470163,3.6385617567064314
Summer,916122,CHICKEN,981760,EGGS,119,0.0019170667268099365,0.02695356738391846,3.637190642174158
Summer,899624,POTATOES,1082185,TROPICAL FRUIT,228,0.0036730354093501305,0.08789514263685427,3.6349599125210394
Summer,859075,CHEESE,1106523,FLUID MILK PRODUCTS,101,0.0016270902471243998,0.02898966704936854,3.633262226219133
Summer,940766,CHEESE,1082185,TROPICAL FRUIT,74,0.001192125527596095,0.08767772511848342,3.625968471812841
Summer,916122,CHICKEN,923746,EGGS,63,0.001014917678899378,0.014269535673839184,3.618028754185376
Summer,951590,BAKED BREAD/BUNS/ROLLS,1044078,BEEF,73,0.0011760157231691208,0.011893124796350603,3.609227097666993
Summer,995785,PEPPERS-ALL,1082185,TROPICAL FRUIT,451,0.00726552179656539,0.08716660224197913,3.604830657927703
Summer,999270,BACON,1082185,TROPICAL FRUIT,76,0.0012243451364500435,0.08705612829324169,3.600261937029239
Summer,923746,EGGS,1070820,FLUID MILK PRODUCTS,63,0.001014917678899378,0.012970969734403953,3.5976569706595574
Summer,916122,CHICKEN,951590,BAKED BREAD/BUNS/ROLLS,79,0.0012726745497309662,0.017893544733861833,3.590044032405963
Summer,840361,EGGS,5978656, ,76,0.0012243451364500435,0.01423754215061821,3.587756499045068
Summer,1082185,TROPICAL FRUIT,1102949,VALUE ADDED FRUIT,74,0.001192125527596095,0.002485056081671032,3.5877108912192703
Summer,826249,BAKED BREAD/BUNS/ROLLS,961554,CARROTS,77,0.0012404549408770178,0.013987284287011808,3.5840982916791706
Summer,986947,CITRUS,1082185,TROPICAL FRUIT,119,0.0019170667268099365,0.08623188405797101,3.5661747888268165
Summer,913210,WATER - CARBONATED/FLVRD DRINK,1082185,TROPICAL FRUIT,124,0.001997615748944808,0.08617095205003475,3.563654906617252
Summer,866211,GRAPES,951590,BAKED BREAD/BUNS/ROLLS,65,0.0010471372877533267,0.01772566130351786,3.5563609966402403
Summer,866211,GRAPES,1082185,TROPICAL FRUIT,315,0.0050745883944968906,0.08590128170166349,3.5525025166612445
Summer,825541,VEGETABLES SALAD,1082185,TROPICAL FRUIT,80,0.0012887843541579405,0.08583690987124463,3.549840378390022
Summer,826249,BAKED BREAD/BUNS/ROLLS,916122,CHICKEN,70,0.001127686309888198,0.012715712988192553,3.5468292782477286
Summer,862349,FLUID MILK PRODUCTS,981760,EGGS,108,0.0017398588781132197,0.026283767339985397,3.5468059291890155
Summer,1028816,TROPICAL FRUIT,1082185,TROPICAL FRUIT,132,0.002126494184360602,0.08560311284046693,3.540171552456664
Summer,907014,BAKING MIXES,1082185,TROPICAL FRUIT,116,0.0018687373135290138,0.08535688005886681,3.529988438084088
Summer,860776,VEGETABLES - ALL OTHERS,1126899,FLUID MILK PRODUCTS,63,0.001014917678899378,0.012846655791190865,3.528212709210008
Summer,962568,VEGETABLES - ALL OTHERS,995242,FLUID MILK PRODUCTS,112,0.0018042980958211166,0.03577131906739061,3.512355244693727
Summer,961554,CARROTS,981760,EGGS,125,0.002013725553371782,0.02600915522263837,3.509748993117608
Summer,1053690,SOFT DRINKS,1106523,FLUID MILK PRODUCTS,95,0.0015304314205625545,0.02799057159693577,3.508046032410161
Summer,908531,FLUID MILK PRODUCTS,916122,CHICKEN,63,0.001014917678899378,0.012529832935560859,3.494981236889095
Summer,844179,BEEF,981760,EGGS,102,0.001643200051551374,0.02588175589951789,3.4925573680064326
Summer,1082185,TROPICAL FRUIT,12301109,BEEF,79,0.0012726745497309662,0.0026529652763785344,3.4904867438581806
Summer,1082185,TROPICAL FRUIT,1136257,CHEESE,119,0.0019170667268099365,0.003996238834038552,3.4878250946711606
Summer,859075,CHEESE,981760,EGGS,90,0.001449882398427683,0.025832376578645237,3.485893982739587
Summer,999858,BEEF,1082185,TROPICAL FRUIT,100,0.0016109804426974257,0.08424599831508003,3.4840472121519594
Summer,862349,FLUID MILK PRODUCTS,1082185,TROPICAL FRUIT,346,0.005573992331733093,0.08420540277439767,3.482368357569321
Summer,1029743,FLUID MILK PRODUCTS,5592931,SUGARS/SWEETNERS,70,0.001127686309888198,0.004851004851004851,3.4792984994685563
Summer,1082185,TROPICAL FRUIT,1116821,MUSHROOMS,85,0.0013693333762928117,0.002854456310027537,3.476982625816735
Summer,834484,ONIONS,981760,EGGS,85,0.0013693333762928117,0.0257419745608722,3.4736948786880046
Summer,923746,EGGS,1098066,BAKED BREAD/BUNS/ROLLS,69,0.0011115765054612236,0.014206300185299567,3.471208709786036
